TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
,	O	O	O	O	O	O	O	O	O
therefore	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
spectator	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
who	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
made	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
understand	O	O	O	O	O	O	O	O	O
him	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
can	O	O	O	O	O	O	O	O	O
entirely	O	O	O	O	O	O	O	O	O
sympathize	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

The	O	O	O	O	O	O	O	O	O
poet	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
audience	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O
alone	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
possession	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
secret	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Ajax	B-pers	O	B-pers.myth	O	O	O	Q172725	O	NoSpaceAfter|LED0.00
’	O	O	O	O	O	O	O	O	O
soul	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
They	O	O	O	O	O	O	O	O	O
alone	O	O	O	O	O	O	O	O	O
witness	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
demeanour	O	O	O	O	O	O	O	O	O
at	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
close	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

In	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
eleventh	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|LED0.00
book	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
of	O	O	O	O	O	O	O	O	InPrimaryReference
the	O	O	O	O	O	O	O	O	InPrimaryReference
Odyssey	B-work	O	B-work.primlit	O	O	O	Q35160	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
shade	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
son	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Telamon	B-pers	O	B-pers.myth	O	O	O	Q331327	O	LED0.00
recoils	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
advances	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Odysseus	B-pers	O	B-pers.myth	O	O	O	Q47231	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
stands	O	O	O	O	O	O	O	O	O
aloof	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
eloquent	O	O	O	O	O	O	O	O	O
silence	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
because	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
judgment	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
arms	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

That	O	O	O	O	O	O	O	O	O
silence	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
interpreted	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
us	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
tragic	O	O	O	O	O	O	O	O	O
poet	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
who	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
happy	O	O	O	O	O	O	O	O	O
audacity	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
once	O	O	O	O	O	O	O	O	O
represented	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
act	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
suicide	O	O	O	O	O	O	O	O	O
upon	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
stage	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

He	O	O	O	O	O	O	O	O	O
thus	O	O	O	O	O	O	O	O	O
reveals	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
us	O	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O	O
only	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
agony	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
wounded	O	O	O	O	O	O	O	O	O
spirit	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O	O
also	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
nobleness	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O	O
hidden	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
world	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
contemporaries	O	O	O	O	O	O	O	O	NoSpaceAfter
and	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
while	O	O	O	O	O	O	O	O	O
dimly	O	O	O	O	O	O	O	O	O
felt	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
those	O	O	O	O	O	O	O	O	O
nearest	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
him	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O	O	O
partly	O	O	O	O	O	O	O	O	O
recognised	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
enemy	O	O	O	O	O	O	O	O	O
Odysseus	B-pers	O	B-pers.myth	O	O	O	Q47231	O	LED0.00
after	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
death	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

a	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
This	O	O	O	O	O	O	O	O	O
higher	O	O	O	O	O	O	O	O	O
mood	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
shows	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
worth	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
life	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
being	O	O	O	O	O	O	O	O	O
extinguished	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
consists	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
hero	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
s	O	O	O	O	O	O	O	O	O
clear	O	O	O	O	O	O	O	O	O
vision	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
situation	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
agreeing	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
Athena	B-pers	O	B-pers.myth	O	O	O	Q37122	O	NoSpaceAfter|LED0.00
'	O	O	O	O	O	O	O	O	NoSpaceAfter
s	O	O	O	O	O	O	O	O	O
saying	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
equal	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
best	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
foresight	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

When	O	O	O	O	O	O	O	O	O
once	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
illusion	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
past	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
even	O	O	O	O	O	O	O	O	O
while	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
‘sea	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
rage	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
‘still	O	O	O	O	O	O	O	O	O
working	O	O	O	O	O	O	O	O	O
after	O	O	O	O	O	O	O	O	O
storm	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
forthwith	O	O	O	O	O	O	O	O	O
steadily	O	O	O	O	O	O	O	O	O
faces	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
inevitable	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

He	O	O	O	O	O	O	O	O	O
knows	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
cannot	O	O	O	O	O	O	O	O	O
outlive	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
honour	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
prepares	O	O	O	O	O	O	O	O	O
accordingly	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

ὦ	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Secondly	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O	O
moment	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
z	O	O	O	O	O	O	O	O	NoSpaceAfter
:	O	O	O	O	O	O	O	O	NoSpaceAfter
/	O	O	O	O	O	O	O	O	O
never	O	O	O	O	O	O	O	O	O
falters	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O	O
moves	O	O	O	O	O	O	O	O	O
straight	O	O	O	O	O	O	O	O	O
forward	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
end	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

In	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
first	O	O	O	O	O	O	O	O	O
outburst	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
true	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
while	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
yet	O	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O	O
fully	O	O	O	O	O	O	O	O	O
conscious	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
those	O	O	O	O	O	O	O	O	O
surrounding	O	O	O	O	O	O	O	O	O
him	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
betrays	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
purpose	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
what	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
followers	O	O	O	O	O	O	O	O	O
regard	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
characteristic	O	O	O	O	O	O	O	O	O
rashness	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
defiance	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
prevention	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

But	O	O	O	O	O	O	O	O	O
when	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
mariners	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
sought	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
dissuade	O	O	O	O	O	O	O	O	O
him	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
when	O	O	O	O	O	O	O	O	O
Tecmessa	B-pers	O	B-pers.myth	O	O	O	Q10796858	O	LED0.00
has	O	O	O	O	O	O	O	O	O
made	O	O	O	O	O	O	O	O	O
her	O	O	O	O	O	O	O	O	O
appeal	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
withdraws	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
few	O	O	O	O	O	O	O	O	O
fierce	O	O	O	O	O	O	O	O	O
words	O	O	O	O	O	O	O	O	O
into	O	O	O	O	O	O	O	O	O
complete	O	O	O	O	O	O	O	O	O
solitude	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

And	O	O	O	O	O	O	O	O	O
when	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
comes	O	O	O	O	O	O	O	O	O
forth	O	O	O	O	O	O	O	O	O
again	O	O	O	O	O	O	O	O	O
we	O	O	O	O	O	O	O	O	O
find	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
measured	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
force	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
obstacles	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
overcome	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
deliberately	O	O	O	O	O	O	O	O	O
chosen	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
use	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
necessary	O	O	O	O	O	O	O	O	O
means	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
obviating	O	O	O	O	O	O	O	O	O
them	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
viz	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
dissimulation	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Of	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
however	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
employs	O	O	O	O	O	O	O	O	O
just	O	O	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O	O	O
much	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
necessary	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
secure	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
end	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	EndOfSentence

# hipe2022:original_source = data/preparation/corpus/en/retokenized/cu31924087948174_0038.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = cu31924087948174_0038
# hipe2022:date = 1881-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
# ajmc:title = Sophocles
# ajmc:publication_place = Oxford
# ajmc:publication_date = 1881
# ajmc:page = 38
# ajmc:author = Campbell, Lewis
and	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
spectator	O	O	O	O	O	O	O	O	O
who	O	O	O	O	O	O	O	O	O
reads	O	O	O	O	O	O	O	O	O
between	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
lines	O	O	O	O	O	O	O	O	O
perceives	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
while	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
as	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
Antigone	B-work	O	B-work.primlit	O	O	O	Q241077	O	NoSpaceAfter|LED0.00
)	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
calm	O	O	O	O	O	O	O	O	O
resolve	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
taken	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
place	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
passionate	O	O	O	O	O	O	O	O	O
defiance	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
proud	O	O	O	O	O	O	O	O	O
spirit	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O	O
yet	O	O	O	O	O	O	O	O	O
broken	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

And	O	O	O	O	O	O	O	O	O
once	O	O	O	O	O	O	O	O	O
more	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
same	O	O	O	O	O	O	O	O	O
temper	O	O	O	O	O	O	O	O	O
becomes	O	O	O	O	O	O	O	O	O
openly	O	O	O	O	O	O	O	O	O
apparent	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
when	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
hour	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
departure	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
makes	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
solitary	O	O	O	O	O	O	O	O	O
appeal	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
Zeus	B-pers	O	B-pers.myth	O	O	O	Q34201	O	LED0.00
and	O	O	O	O	O	O	O	O	O
elios	B-pers	O	B-pers.myth	O	O	O	Q134270	O	NoSpaceAfter|LED0.17
.	O	O	O	O	O	O	O	O	EndOfSentence

ς	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
In	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
third	O	O	O	O	O	O	O	O	O
place	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
we	O	O	O	O	O	O	O	O	O
are	O	O	O	O	O	O	O	O	O
made	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
see	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
pride	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Ajax	B-pers	O	B-pers.myth	O	O	O	Q172725	O	NoSpaceAfter|LED0.00
;	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
defect	O	O	O	O	O	O	O	O	O
inseparable	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
strength	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
will	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
no	O	O	O	O	O	O	O	O	O
cold	O	O	O	O	O	O	O	O	O
or	O	O	O	O	O	O	O	O	O
isolated	O	O	O	O	O	O	O	O	O
feeling	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

It	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O	O
merely	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
own	O	O	O	O	O	O	O	O	O
personal	O	O	O	O	O	O	O	O	O
honour	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
cares	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
but	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
glory	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
race	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

He	O	O	O	O	O	O	O	O	O
had	O	O	O	O	O	O	O	O	O
longed	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
rejoice	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
hearts	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Telamon	B-pers	O	B-pers.myth	O	O	O	Q331327	O	LED0.00
and	O	O	O	O	O	O	O	O	O
Eriboea	B-pers	O	B-pers.myth	O	O	O	Q1295435	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
enrich	O	O	O	O	O	O	O	O	O
their	O	O	O	O	O	O	O	O	O
hearth	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
little	O	O	O	O	O	O	O	O	O
isle	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
glories	O	O	O	O	O	O	O	O	O
freshly	O	O	O	O	O	O	O	O	O
won	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

In	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
own	O	O	O	O	O	O	O	O	O
fall	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
careful	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
provide	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
honour	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
well	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
safety	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
son	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

He	O	O	O	O	O	O	O	O	O
knows	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
act	O	O	O	O	O	O	O	O	O
he	O	O	O	O	O	O	O	O	O
meditates	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
fame	O	O	O	O	O	O	O	O	O
will	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	O
vindicated	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
Teucer	B-pers	O	B-pers.myth	O	O	O	Q878184	O	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
faithful	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
will	O	O	O	O	O	O	O	O	O
stand	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
protect	O	O	O	O	O	O	O	O	O
Eurysaces	B-pers	O	B-pers.myth	O	O	O	Q1378566	O	LED0.00
and	O	O	O	O	O	O	O	O	O
train	O	O	O	O	O	O	O	O	O
him	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
his	O	O	O	O	O	O	O	O	O
father	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
s	O	O	O	O	O	O	O	O	O
stern	O	O	O	O	O	O	O	O	O
ways	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

It	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O
reason	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
