TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
ἐλέσθαι	O	O	O	O	O	O	O	O	NoSpaceAfter
ξὺν	O	O	O	O	O	O	O	O	O
φόδοισι	O	O	O	O	O	O	O	O	O
μᾶλλον	O	O	O	O	O	O	O	O	O
ñ	O	O	O	O	O	O	O	O	O
ἢ	O	O	O	O	O	O	O	O	O
ἄτρεστον	O	O	O	O	O	O	O	O	O
εὐδοντ᾽	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

δ35	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Ἐν	O	O	O	O	O	O	O	O	O
τοῖσδε	O	O	O	O	O	O	O	O	O
τοῖς	O	O	O	O	O	O	O	O	O
xaxoïow	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Wunder	B-pers	O	B-pers.other	O	O	O	Q15438962	O	NoSpaceAfter|LED0.00
:	O	O	O	O	O	O	O	O	O
«	O	O	O	O	O	O	O	O	O
De	O	O	O	O	O	O	O	O	O
eo	O	O	O	O	O	O	O	O	O
loquitar	O	O	O	O	O	O	O	O	O
tempore	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
quo	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	NoSpaceAfter
-	O	O	O	O	O	O	O	O	O
«	O	O	O	O	O	O	O	O	O
sania	O	O	O	O	O	O	O	O	O
fuit	O	O	O	O	O	O	O	O	O
correptus	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
»	O	O	O	O	O	O	O	O	EndOfSentence

633	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
l	O	O	O	O	O	O	O	O	NoSpaceAfter
'	O	O	O	O	O	O	O	O	NoSpaceAfter
é	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Cette	O	O	O	O	O	O	O	O	O
particule	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
très	O	O	O	O	O	O	O	O	O
usitée	O	O	O	O	O	O	O	O	O
dans	O	O	O	O	O	O	O	O	O
les	O	O	O	O	O	O	O	O	O
réponses	O	O	O	O	O	O	O	O	O
[	O	O	O	O	O	O	O	O	NoSpaceAfter
Ellendt	B-pers	O	B-pers.author	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InSecondaryReference
I	B-scope	O	B-scope	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InSecondaryReference|LED0.00
page	I-scope	O	I-scope	O	O	O	O	O	InSecondaryReference|LED0.00
347	I-scope	O	I-scope	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
]	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
peut	O	O	O	O	O	O	O	O	O
souvent	O	O	O	O	O	O	O	O	O
se	O	O	O	O	O	O	O	O	O
traduire	O	O	O	O	O	O	O	O	O
en	O	O	O	O	O	O	O	O	O
français	O	O	O	O	O	O	O	O	O
par	O	O	O	O	O	O	O	O	O
oui	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Elle	O	O	O	O	O	O	O	O	O
sert	O	O	O	O	O	O	O	O	O
à	O	O	O	O	O	O	O	O	O
attirer	O	O	O	O	O	O	O	O	O
l	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
attention	O	O	O	O	O	O	O	O	O
sur	O	O	O	O	O	O	O	O	O
le	O	O	O	O	O	O	O	O	O
mot	O	O	O	O	O	O	O	O	O
qu	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
elle	O	O	O	O	O	O	O	O	O
suit	O	O	O	O	O	O	O	O	O
immédiatement	O	O	O	O	O	O	O	O	O
ou	O	O	O	O	O	O	O	O	O
quelquefois	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
comme	O	O	O	O	O	O	O	O	O
ici	O	O	O	O	O	O	O	O	O
par	O	O	O	O	O	O	O	O	O
cxemple	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
sur	O	O	O	O	O	O	O	O	O
la	O	O	O	O	O	O	O	O	O
phrase	O	O	O	O	O	O	O	O	O
tout	O	O	O	O	O	O	O	O	O
entière	O	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O	O
et	O	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O	O
là	O	O	O	O	O	O	O	O	O
procède	O	O	O	O	O	O	O	O	O
la	O	O	O	O	O	O	O	O	O
double	O	O	O	O	O	O	O	O	O
acception,	O	O	O	O	O	O	O	O	NoSpaceAfter
tantôt	O	O	O	O	O	O	O	O	O
restrictive	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
usiwarç	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
tantôt	O	O	O	O	O	O	O	O	O
emphatique	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
ἔμφασις	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
que	O	O	O	O	O	O	O	O	O
lui	O	O	O	O	O	O	O	O	O
attribunient	O	O	O	O	O	O	O	O	O
déja	O	O	O	O	O	O	O	O	O
les	O	O	O	O	O	O	O	O	O
grammairiens	O	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O	O
l	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
antiquité	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Cf	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
le	O	O	O	O	O	O	O	O	O
vers	O	O	O	O	O	O	O	O	O
suivant	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

634	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
HIpétov	O	O	O	O	O	O	O	O	O
est	O	O	O	O	O	O	O	O	O
construit	O	O	O	O	O	O	O	O	O
ici	O	O	O	O	O	O	O	O	O
avec	O	O	O	O	O	O	O	O	O
le	O	O	O	O	O	O	O	O	O
génitif	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
comme	O	O	O	O	O	O	O	O	O
synonyme	O	O	O	O	O	O	O	O	O
ἐς	O	O	O	O	O	O	O	O	O
ἄξιον	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
Οἱ	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Platon	B-pers	O	B-pers.author	O	O	O	Q859	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InPrimaryReference
Ménexène	B-work	O	B-work.primlit	O	O	O	Q1474843	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InPrimaryReference
page	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|LED0.00
239	I-scope	O	I-scope	O	O	O	O	O	InPrimaryReference|LED0.00
:	O	O	O	O	O	O	O	O	O
xpEXÉVTEC	O	O	O	O	O	O	O	O	O
τῶν	O	O	O	O	O	O	O	O	O
πραξάντων	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

-	O	O	O	O	O	O	O	O	NoSpaceAfter
-	O	O	O	O	O	O	O	O	NoSpaceAfter
-	O	O	O	O	O	O	O	O	O
Γέ	O	O	O	O	O	O	O	O	O
τ᾽	O	O	O	O	O	O	O	O	O
ἄν	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Ellendt	B-pers	O	B-pers.other	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InSecondaryReference
I	B-scope	O	B-scope	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	I-scope	O	I-scope	O	O	O	O	O	InSecondaryReference|LED0.00
page	I-scope	O	I-scope	O	O	O	O	O	InSecondaryReference|LED0.00
347	I-scope	O	I-scope	O	O	O	O	O	InSecondaryReference|LED0.00
:	O	O	O	O	O	O	O	O	O
«	O	O	O	O	O	O	O	O	O
Utroque	O	O	O	O	O	O	O	O	O
opus	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
yé	O	O	O	O	O	O	O	O	O
et	O	O	O	O	O	O	O	O	O
<oi	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
«	O	O	O	O	O	O	O	O	O
yé	O	O	O	O	O	O	O	O	O
ut	O	O	O	O	O	O	O	O	O
extollendo	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
tot	O	O	O	O	O	O	O	O	O
copulando	O	O	O	O	O	O	O	O	O
serviat	O	O	O	O	O	O	O	O	O
«	O	O	O	O	O	O	O	O	O
tamen	O	O	O	O	O	O	O	O	O
sigaificans	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Cf	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Ph	B-work	O	B-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|NoSpaceAfter|LED0.25
-	I-work	O	I-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|NoSpaceAfter|LED0.25
loce	I-work	O	I-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|NoSpaceAfter|LED0.25
.	I-work	O	I-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|LED0.25
823	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
;	O	O	O	O	O	O	O	O	O
QEd	B-work	O	B-work.primlit	O	O	O	Q294001	O	InPrimaryReference|NoSpaceAfter|LED0.17
.	I-work	O	I-work.primlit	O	O	O	Q294001	O	InPrimaryReference|NoSpaceAfter|LED0.17
,	I-work	O	I-work.primlit	O	O	O	Q294001	O	InPrimaryReference|LED0.17
«	I-work	O	I-work.primlit	O	O	O	Q294001	O	InPrimaryReference|LED0.17
Col	I-work	O	I-work.primlit	O	O	O	Q294001	O	InPrimaryReference|NoSpaceAfter|LED0.17
.	I-work	O	I-work.primlit	O	O	O	Q294001	O	InPrimaryReference|LED0.17
4324	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.25
;	O	O	O	O	O	O	O	O	O
Antig	B-work	O	B-work.primlit	O	O	O	Q241077	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q241077	O	InPrimaryReference|LED0.00
1066	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.25
.	O	O	O	O	O	O	O	O	O
»	O	O	O	O	O	O	O	O	EndOfSentence

δ35	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Ἀλλ᾽	O	O	O	O	O	O	O	O	O
οὖν	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Οἵ	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
Antig	B-work	O	B-work.primlit	O	O	O	Q241077	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q241077	O	InPrimaryReference|LED0.00
84	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|LED0.00
;	O	O	O	O	O	O	O	O	O
Philoct	B-work	O	B-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q1415903	O	InPrimaryReference|LED0.00
1305	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
;	O	O	O	O	O	O	O	O	O
Élect	B-work	O	B-work.primlit	O	O	O	Q733444	O	InPrimaryReference|NoSpaceAfter|LED0.00
.	I-work	O	I-work.primlit	O	O	O	Q733444	O	InPrimaryReference|LED0.00
233	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InPrimaryReference
4035	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.25
.	O	O	O	O	O	O	O	O	EndOfSentence

—	O	O	O	O	O	O	O	O	O
’	O	O	O	O	O	O	O	O	NoSpaceAfter
Eyd	O	O	O	O	O	O	O	O	O
’	O	O	O	O	O	O	O	O	NoSpaceAfter
’qûλαξα	O	O	O	O	O	O	O	O	NoSpaceAfter
τοῦτό	O	O	O	O	O	O	O	O	O
γ᾽	O	O	O	O	O	O	O	O	O
ἀρχέτχι	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
j	O	O	O	O	O	O	O	O	NoSpaceAfter
'	O	O	O	O	O	O	O	O	NoSpaceAfter
ai	O	O	O	O	O	O	O	O	O
veillé	O	O	O	O	O	O	O	O	O
à	O	O	O	O	O	O	O	O	O
écarter	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
à	O	O	O	O	O	O	O	O	O
empêcher	O	O	O	O	O	O	O	O	O
ce	O	O	O	O	O	O	O	O	O
malheur	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

536	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
’	O	O	O	O	O	O	O	O	NoSpaceAfter
Exgves	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	O
lpyov	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Sur	O	O	O	O	O	O	O	O	O
cette	O	O	O	O	O	O	O	O	O
accep	O	O	O	O	O	O	O	O	NoSpaceAfter
-	O	O	O	O	O	O	O	O	EndOfSentence


# hipe2022:original_source = data/preparation/corpus/fr/retokenized/lestragdiesdeso00tourgoog_0098.xmi
# hipe2022:license = CC-BY
# hipe2022:language = fr
# hipe2022:document_type = commentary
# hipe2022:document_id = lestragdiesdeso00tourgoog_0098
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.3
τῶν	O	O	O	O	O	O	O	O	O
μιχρῶν	O	O	O	O	O	O	O	O	O
φυτῶν	O	O	O	O	O	O	O	O	O
ἐχρήσατο	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ἅ	O	O	O	O	O	O	O	O	O
τινὰ	O	O	O	O	O	O	O	O	O
οὐ»δὲν	O	O	O	O	O	O	O	O	O
σφοδρὸν	O	O	O	O	O	O	O	O	O
δύναται	O	O	O	O	O	O	O	O	O
ὑποφέρειν	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
οὐ	O	O	O	O	O	O	O	O	O
καύσωνα,	O	O	O	O	O	O	O	O	NoSpaceAfter
οὐχ	O	O	O	O	O	O	O	O	O
ἄνεμον	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

559	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Xappovñv	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
L	O	O	O	O	O	O	O	O	NoSpaceAfter
'	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
apposition	O	O	O	O	O	O	O	O	O
tombe	O	O	O	O	O	O	O	O	O
moins	O	O	O	O	O	O	O	O	O
sur	O	O	O	O	O	O	O	O	O
véav	O	O	O	O	O	O	O	O	O
Guyñv	O	O	O	O	O	O	O	O	O
que	O	O	O	O	O	O	O	O	O
sur	O	O	O	O	O	O	O	O	O
le	O	O	O	O	O	O	O	O	O
membre	O	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O	O
phrase	O	O	O	O	O	O	O	O	O
tout	O	O	O	O	O	O	O	O	O
entier	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
véav	O	O	O	O	O	O	O	O	O
Yvyàv	O	O	O	O	O	O	O	O	O
étéMev	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	EndOfSentence

Voy	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
Matthiæ	B-pers	O	B-pers.author	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	O	O	InSecondaryReference
page	B-scope	O	B-scope	O	O	O	O	O	InSecondaryReference|LED0.00
833	I-scope	O	I-scope	O	O	O	O	O	InSecondaryReference|NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	O	O	EndOfSentence

660	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
Οὗὕὗτοι	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
μή	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Υογ	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
76	B-scope	O	B-scope	O	O	O	O	O	InPrimaryReference|NoSpaceAfter|LED0.50
,	O	O	O	O	O	O	O	O	O
ποῖα	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	EndOfSentence

562	O	O	O	O	O	O	O	O	NoSpaceAfter
-	O	O	O	O	O	O	O	O	NoSpaceAfter
663	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
Τοῖον	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
τροφῆς	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
[	O	O	O	O	O	O	O	O	NoSpaceAfter
κι	O	O	O	O	O	O	O	O	O
ουπεῖσυοtion	O	O	O	O	O	O	O	O	NoSpaceAfter
la	O	O	O	O	O	O	O	O	O
plus	O	O	O	O	O	O	O	O	O
simple	O	O	O	O	O	O	O	O	O
paraît	O	O	O	O	O	O	O	O	O
être	O	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O	O
Toioy	O	O	O	O	O	O	O	O	O
πυλωρὸν	O	O	O	O	O	O	O	O	O
λείψω	O	O	O	O	O	O	O	O	O
ἀμφὶ	O	O	O	O	O	O	O	O	O
σοὶ	O	O	O	O	O	O	O	O	O
Τεῦχρον	O	O	O	O	O	O	O	O	O
φύλαχα	O	O	O	O	O	O	O	O	O
tpogñc	O	O	O	O	O	O	O	O	NoSpaceAfter
;	O	O	O	O	O	O	O	O	O
ce	O	O	O	O	O	O	O	O	O
qui	O	O	O	O	O	O	O	O	O
revient	O	O	O	O	O	O	O	O	O
à	O	O	O	O	O	O	O	O	O
dire	O	O	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O	O	O
«	O	O	O	O	O	O	O	O	O
Telle	O	O	O	O	O	O	O	O	O
est	O	O	O	O	O	O	O	O	O
la	O	O	O	O	O	O	O	O	O
vigilance	O	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O	O
Teucer	B-pers	O	B-pers.myth	O	O	O	Q878184	O	LED0.00
que	O	O	O	O	O	O	O	O	O
je	O	O	O	O	O	O	O	O	O
laisserai	O	O	O	O	O	O	O	O	O
auprès	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
littéralement	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
autour	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O	O
toi	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
pour	O	O	O	O	O	O	O	O	O
veiller	O	O	O	O	O	O	O	O	O
sur	O	O	O	O	O	O	O	O	O
ta	O	O	O	O	O	O	O	O	O
jeunesse	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	NoSpaceAfter
littéralement	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ton	O	O	O	O	O	O	O	O	O
éducation	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
ou	O	O	O	O	O	O	O	O	O
le	O	O	O	O	O	O	O	O	O
temps	O	O	O	O	O	O	O	O	O
de	O	O	O	O	O	O	O	O	O
ton	O	O	O	O	O	O	O	O	O
éducation	O	O	O	O	O	O	O	O	NoSpaceAfter
)	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
»	O	O	O	O	O	O	O	O	EndOfSentence

—	O	O	O	O	O	O	O	O	O
"Aoxvov	O	O	O	O	O	O	O	O	O
luxa	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
xel	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
"Euxa	O	O	O	O	O	O	O	O	O
est	O	O	O	O	O	O	O	O	O
étroiteiment	O	O	O	O	O	O	O	O	NoSpaceAfter
lié	O	O	O	O	O	O	O	O	O
à	O	O	O	O	O	O	O	O	O
&oxvoy	O	O	O	O	O	O	O	O	NoSpaceAfter
,	O	O	O	O	O	O	O	O	O
et	O	O	O	O	O	O	O	O	O
sert	O	O	O	O	O	O	O	O	O
d	O	O	O	O	O	O	O	O	NoSpaceAfter
’	O	O	O	O	O	O	O	O	NoSpaceAfter
antécédent	O	O	O	O	O	O	O	O	O
à	O	O	O	O	O	O	O	O	O
xél	O	O	O	O	O	O	O	O	NoSpaceAfter
.	O	O	O	O	O	O	O	O	O
